alerts,control_type,counter_bits,delay_ms,export_drop_prob,export_latency_ms,expressible,false_positive_rate,fault_type,interference_delay_ms,key_mode,keys_tracked,loss_prob,n_chunks,n_jobs,n_rounds,n_workers,observed_rounds,packets,per_packet_ops,precision,query,reason,recall,register_bytes,scaling_model,seed,sketch_width,state_entries,system,time_to_detection_ms,timeout_ms,window_size,workload
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,1,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.7,Q2,,0.7,10240,jobs*rounds*workers,1,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,1,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,2,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,2,,2560,univmon,,,,univmon_key_sensitivity
9,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.778,Q2,,0.7,10240,jobs*rounds*workers,2,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,2,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,3,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,3,,2560,univmon,,,,univmon_key_sensitivity
11,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.727,Q2,,0.8,10240,jobs*rounds*workers,3,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,3,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,4,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,4,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.7,Q2,,0.7,10240,jobs*rounds*workers,4,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,4,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,5,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,5,,2560,univmon,,,,univmon_key_sensitivity
7,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.429,Q2,,0.3,10240,jobs*rounds*workers,5,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,5,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,6,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,6,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.8,Q2,,0.8,10240,jobs*rounds*workers,6,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,6,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,7,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,7,,2560,univmon,,,,univmon_key_sensitivity
11,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.636,Q2,,0.7,10240,jobs*rounds*workers,7,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,7,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,8,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,8,,2560,univmon,,,,univmon_key_sensitivity
8,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.75,Q2,,0.6,10240,jobs*rounds*workers,8,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,8,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,9,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,9,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.7,Q2,,0.7,10240,jobs*rounds*workers,9,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,9,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,10,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,10,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.8,Q2,,0.8,10240,jobs*rounds*workers,10,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,10,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,11,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,11,,2560,univmon,,,,univmon_key_sensitivity
9,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.667,Q2,,0.6,10240,jobs*rounds*workers,11,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,11,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,12,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,12,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.7,Q2,,0.7,10240,jobs*rounds*workers,12,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,12,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,13,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,13,,2560,univmon,,,,univmon_key_sensitivity
9,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.556,Q2,,0.5,10240,jobs*rounds*workers,13,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,13,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,14,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,14,,2560,univmon,,,,univmon_key_sensitivity
9,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.556,Q2,,0.5,10240,jobs*rounds*workers,14,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,14,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,15,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,15,,2560,univmon,,,,univmon_key_sensitivity
9,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.667,Q2,,0.6,10240,jobs*rounds*workers,15,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,15,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,16,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,16,,2560,univmon,,,,univmon_key_sensitivity
6,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.333,Q2,,0.2,10240,jobs*rounds*workers,16,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,16,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,17,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,17,,2560,univmon,,,,univmon_key_sensitivity
8,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.625,Q2,,0.5,10240,jobs*rounds*workers,17,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,17,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,18,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,18,,2560,univmon,,,,univmon_key_sensitivity
9,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.556,Q2,,0.5,10240,jobs*rounds*workers,18,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,18,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,workers,19,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,8,0.01,25600,1,50,8,,10240000,5,0.2,Q2,,1.0,10240,jobs*workers,19,,2560,univmon,,,,univmon_key_sensitivity
9,,81920,,,,True,,,,job_round_worker,400,0.01,25600,1,50,8,,10240000,5,0.667,Q2,,0.6,10240,jobs*rounds*workers,19,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,10240000,0.01,25600,1,50,8,,10240000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,19,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,0,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,0,,2560,univmon,,,,univmon_key_sensitivity
4,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.5,Q2,,0.2,10240,jobs*rounds*workers,0,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,0,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,1,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,1,,2560,univmon,,,,univmon_key_sensitivity
3,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.667,Q2,,0.2,10240,jobs*rounds*workers,1,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,1,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,2,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,2,,2560,univmon,,,,univmon_key_sensitivity
3,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.0,Q2,,0.0,10240,jobs*rounds*workers,2,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,2,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,3,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,3,,2560,univmon,,,,univmon_key_sensitivity
3,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.333,Q2,,0.1,10240,jobs*rounds*workers,3,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,3,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,4,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,4,,2560,univmon,,,,univmon_key_sensitivity
3,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.0,Q2,,0.0,10240,jobs*rounds*workers,4,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,4,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,5,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,5,,2560,univmon,,,,univmon_key_sensitivity
4,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.5,Q2,,0.2,10240,jobs*rounds*workers,5,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,5,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,6,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,6,,2560,univmon,,,,univmon_key_sensitivity
3,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.667,Q2,,0.2,10240,jobs*rounds*workers,6,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,6,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,7,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,7,,2560,univmon,,,,univmon_key_sensitivity
4,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.25,Q2,,0.1,10240,jobs*rounds*workers,7,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,7,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,8,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,8,,2560,univmon,,,,univmon_key_sensitivity
4,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.5,Q2,,0.2,10240,jobs*rounds*workers,8,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,8,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,9,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,9,,2560,univmon,,,,univmon_key_sensitivity
3,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.0,Q2,,0.0,10240,jobs*rounds*workers,9,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,9,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,10,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,10,,2560,univmon,,,,univmon_key_sensitivity
3,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.333,Q2,,0.1,10240,jobs*rounds*workers,10,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,10,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,11,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,11,,2560,univmon,,,,univmon_key_sensitivity
3,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.333,Q2,,0.1,10240,jobs*rounds*workers,11,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,11,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,workers,12,,2560,univmon,,,,univmon_key_sensitivity
50,,81920,,,,True,,,,job_worker,16,0.01,25600,1,50,16,,20480000,5,0.2,Q2,,1.0,10240,jobs*workers,12,,2560,univmon,,,,univmon_key_sensitivity
4,,81920,,,,True,,,,job_round_worker,800,0.01,25600,1,50,16,,20480000,5,0.25,Q2,,0.1,10240,jobs*rounds*workers,12,,2560,univmon,,,,univmon_key_sensitivity
10,,81920,,,,True,,,,job_round_worker_chunk,20480000,0.01,25600,1,50,16,,20480000,5,1.0,Q2,Requires chunk-level keys and expected-universe enumeration to reconstruct per-worker round counts.,1.0,10240,jobs*rounds*workers*chunks,12,,2560,univmon,,,,univmon_key_sensitivity
